delta t (sec),Ground Acceleration (in G)
0.01,-.2098335E-03
0.02,-.2108988E-03
0.03,-.2119629E-03
0.04,-.2130240E-03
0.05,-.2140826E-03
0.06,-.2151421E-03
0.07,-.2161973E-03
0.08,-.2172531E-03
0.09,-.2183025E-03
0.1,-.2193489E-03
0.11,-.2203825E-03
0.12,-.2214097E-03
0.13,-.2224521E-03
0.14,-.2235475E-03
0.15,-.2246843E-03
0.16,-.2258107E-03
0.17,-.2268653E-03
0.18,-.2278356E-03
0.19,-.2287625E-03
0.2,-.2297006E-03
0.21,-.2306260E-03
0.22,-.2314670E-03
0.23,-.2322100E-03
0.24,-.2331481E-03
0.25,-.2347237E-03
0.26,-.2367895E-03
0.27,-.2385097E-03
0.28,-.2397294E-03
0.29,-.2412689E-03
0.3,-.2428257E-03
0.31,-.2434100E-03
0.32,-.2427286E-03
0.33,-.2411379E-03
0.34,-.2393458E-03
0.35,-.2387254E-03
0.36,-.2402784E-03
0.37,-.2438735E-03
0.38,-.2483426E-03
0.39,-.2524809E-03
0.4,-.2536941E-03
0.41,-.2497804E-03
0.42,-.2465554E-03
0.43,-.2570209E-03
0.44,-.2839183E-03
0.45,-.3195094E-03
0.46,-.3502711E-03
0.47,-.3650169E-03
0.48,-.3557990E-03
0.49,-.3065004E-03
0.5,-.2148004E-03
0.51,-.1016315E-03
0.52,-.2622021E-04
0.53,-.4726913E-04
0.54,-.1461608E-03
0.55,-.2623157E-03
0.56,-.3506790E-03
0.57,-.3825684E-03
0.58,-.3623209E-03
0.59,-.3437803E-03
0.6,-.3701745E-03
0.61,-.3907211E-03
0.62,-.3389251E-03
0.63,-.2579054E-03
0.64,-.1931967E-03
0.65,-.8793504E-04
0.66,.1789168E-04
0.67,.3176843E-04
0.68,-.4867046E-04
0.69,-.1619837E-03
0.7,-.2539703E-03
0.71,-.3132308E-03
0.72,-.3618743E-03
0.73,-.4272949E-03
0.74,-.5220180E-03
0.75,-.6415016E-03
0.76,-.7740012E-03
0.77,-.9022126E-03
0.78,-.8961958E-03
0.79,-.6010336E-03
0.8,-.7245647E-04
0.81,.5224733E-03
0.82,.1071307E-02
0.83,.1532752E-02
0.84,.1625561E-02
0.85,.1211332E-02
0.86,.5245790E-03
0.87,-.1323858E-03
0.88,-.6367524E-03
0.89,-.1059555E-02
0.9,-.1539096E-02
0.91,-.2158902E-02
0.92,-.2516946E-02
0.93,-.1195305E-02
0.94,.1144525E-02
0.95,.2368544E-02
0.96,.1832766E-02
0.97,.3866509E-03
0.98,-.8646678E-03
0.99,-.1434193E-02
1,-.1522200E-02
1.01,-.1449271E-02
1.02,-.1184071E-02
1.03,-.7438923E-03
1.04,-.2582198E-03
1.05,.1818281E-03
1.06,.5466052E-03
1.07,.7588963E-03
1.08,.8327399E-03
1.09,.8630724E-03
1.1,.7122586E-03
1.11,.1789636E-03
1.12,-.6554147E-03
1.13,-.1571687E-02
1.14,-.2428603E-02
1.15,-.3228521E-02
1.16,-.3948516E-02
1.17,-.3782325E-02
1.18,-.2280851E-02
1.19,-.9650769E-05
1.2,.2238895E-02
1.21,.3809441E-02
1.22,.3338451E-02
1.23,.5723715E-03
1.24,-.3169677E-02
1.25,-.6529838E-02
1.26,-.9006548E-02
1.27,-.9749071E-02
1.28,-.7904462E-02
1.29,-.4454583E-02
1.3,-.1031409E-02
1.31,.1530209E-02
1.32,.3460134E-02
1.33,.5257004E-02
1.34,.5769054E-02
1.35,.4191473E-02
1.36,.1410347E-02
1.37,-.1287710E-02
1.38,-.3286506E-02
1.39,-.4294533E-02
1.4,-.4367965E-02
1.41,-.4472602E-02
1.42,-.5344272E-02
1.43,-.6830228E-02
1.44,-.7504338E-02
1.45,-.6321320E-02
1.46,-.3804183E-02
1.47,-.1094679E-02
1.48,.1105138E-02
1.49,.2686534E-02
1.5,.2982635E-02
1.51,.1811720E-02
1.52,.1686221E-03
1.53,.8756590E-04
1.54,.2251814E-02
1.55,.3345754E-02
1.56,-.6489841E-03
1.57,-.9164983E-02
1.58,-.1577114E-01
1.59,-.1071550E-01
1.6,.6031740E-02
1.61,.2680597E-01
1.62,.4411990E-01
1.63,.4979184E-01
1.64,.4191644E-01
1.65,.2809917E-01
1.66,.1677655E-01
1.67,.1093601E-01
1.68,.8326493E-02
1.69,.5165714E-02
1.7,-.7000214E-03
1.71,-.9030487E-02
1.72,-.1688430E-01
1.73,-.1969220E-01
1.74,-.1725121E-01
1.75,-.1292525E-01
1.76,-.9803095E-02
1.77,-.8699399E-02
1.78,-.8604920E-02
1.79,-.8490279E-02
1.8,-.9343501E-02
1.81,-.1192999E-01
1.82,-.1554662E-01
1.83,-.1894881E-01
1.84,-.2100124E-01
1.85,-.2188559E-01
1.86,-.2479305E-01
1.87,-.3333214E-01
1.88,-.4644613E-01
1.89,-.6057916E-01
1.9,-.7323538E-01
1.91,-.8313979E-01
1.92,-.8149678E-01
1.93,-.6305978E-01
1.94,-.3523974E-01
1.95,-.8398765E-02
1.96,.1276931E-01
1.97,.2930102E-01
1.98,.3735200E-01
1.99,.3284273E-01
2,.2109597E-01
2.01,.1017743E-01
2.02,.4041040E-02
2.03,.5330645E-02
2.04,.1646399E-01
2.05,.3314524E-01
2.06,.4900257E-01
2.07,.6105317E-01
2.08,.7043384E-01
2.09,.7937877E-01
2.1,.8234868E-01
2.11,.7128771E-01
2.12,.4959662E-01
2.13,.2632333E-01
2.14,.7258498E-02
2.15,-.7422521E-02
2.16,-.1515124E-01
2.17,-.1036529E-01
2.18,.3152896E-02
2.19,.1561592E-01
2.2,.1678044E-01
2.21,.7699170E-02
2.22,-.1823237E-02
2.23,-.7834941E-02
2.24,-.1246654E-01
2.25,-.1803200E-01
2.26,-.2490337E-01
2.27,-.2980899E-01
2.28,-.3066377E-01
2.29,-.2915226E-01
2.3,-.2859493E-01
2.31,-.3077117E-01
2.32,-.3486048E-01
2.33,-.3516680E-01
2.34,-.2487369E-01
2.35,-.6029598E-02
2.36,.1448900E-01
2.37,.3186088E-01
2.38,.4571938E-01
2.39,.5656564E-01
2.4,.5758366E-01
2.41,.4662440E-01
2.42,.3043083E-01
2.43,.1632620E-01
2.44,.6726937E-02
2.45,-.3887913E-03
2.46,-.8148567E-02
2.47,-.1715522E-01
2.48,-.1782942E-01
2.49,-.3174281E-02
2.5,.2111608E-01
2.51,.4538431E-01
2.52,.6455121E-01
2.53,.7947569E-01
2.54,.8206354E-01
2.55,.5308907E-01
2.56,-.1596015E-02
2.57,-.5226240E-01
2.58,-.6533179E-01
2.59,-.4838130E-01
2.6,-.3436863E-01
2.61,-.4146841E-01
2.62,-.6560241E-01
2.63,-.9298908E-01
2.64,-.1007077E+00
2.65,-.5239699E-01
2.66,.4844204E-01
2.67,.1432607E+00
2.68,.1607605E+00
2.69,.1048898E+00
2.7,.2858328E-01
2.71,-.2445651E-01
2.72,-.4570686E-01
2.73,-.5217172E-01
2.74,-.6344707E-01
2.75,-.7566621E-01
2.76,-.6750897E-01
2.77,-.3765104E-01
2.78,-.2338340E-03
2.79,.3231056E-01
2.8,.5714179E-01
2.81,.7193281E-01
2.82,.6722983E-01
2.83,.4678134E-01
2.84,.2363928E-01
2.85,.6909349E-02
2.86,-.2298977E-02
2.87,-.6841052E-03
2.88,.1393826E-01
2.89,.3469187E-01
2.9,.5235492E-01
2.91,.5577461E-01
2.92,.4216567E-01
2.93,.2115874E-01
2.94,.3491539E-02
2.95,-.7016836E-02
2.96,-.1315686E-01
2.97,-.1962322E-01
2.98,-.2681402E-01
2.99,-.2829408E-01
3,-.2206333E-01
3.01,-.1243762E-01
3.02,-.9245764E-02
3.03,-.2148915E-01
3.04,-.4513057E-01
3.05,-.6999360E-01
3.06,-.8956122E-01
3.07,-.1038899E+00
3.08,-.1167165E+00
3.09,-.1255038E+00
3.1,-.8368135E-01
3.11,.2541590E-01
3.12,.1212237E+00
3.13,.1383852E+00
3.14,.9312855E-01
3.15,.3812566E-01
3.16,.9553848E-02
3.17,.9770179E-02
3.18,.2057571E-01
3.19,.2623936E-01
3.2,.2810856E-01
3.21,.3212295E-01
3.22,.3976802E-01
3.23,.4540868E-01
3.24,.3968350E-01
3.25,.2375223E-01
3.26,.5503234E-02
3.27,-.9042839E-02
3.28,-.1915384E-01
3.29,-.2675195E-01
3.3,-.3075123E-01
3.31,-.3223205E-01
3.32,-.3519088E-01
3.33,-.4121925E-01
3.34,-.4901040E-01
3.35,-.5428552E-01
3.36,-.5180806E-01
3.37,-.4284660E-01
3.38,-.3247285E-01
3.39,-.2484037E-01
3.4,-.2239714E-01
3.41,-.2309682E-01
3.42,-.2263036E-01
3.43,-.1912572E-01
3.44,-.1355077E-01
3.45,-.8429988E-02
3.46,-.6442509E-02
3.47,-.6156235E-02
3.48,-.5689210E-02
3.49,-.2285376E-02
3.5,.5427586E-02
3.51,.1544200E-01
3.52,.2489809E-01
3.53,.2894941E-01
3.54,.2291236E-01
3.55,.1001864E-01
3.56,-.1198808E-02
3.57,-.4049108E-02
3.58,-.1303004E-02
3.59,-.2008233E-03
3.6,-.2664933E-02
3.61,-.8466815E-02
3.62,-.1346985E-01
3.63,-.1127794E-01
3.64,-.2111396E-02
3.65,.9211491E-02
3.66,.1861920E-01
3.67,.2482652E-01
3.68,.2602000E-01
3.69,.2253650E-01
3.7,.1780145E-01
3.71,.1540960E-01
3.72,.1590448E-01
3.73,.1706302E-01
3.74,.1698137E-01
3.75,.1533694E-01
3.76,.1291876E-01
3.77,.1043254E-01
3.78,.7726236E-02
3.79,.4658809E-02
3.8,.1405076E-02
3.81,-.1815412E-02
3.82,-.4927925E-02
3.83,-.7989429E-02
3.84,-.1086593E-01
3.85,-.1283025E-01
3.86,-.1429325E-01
3.87,-.1509466E-01
3.88,-.1150868E-01
3.89,-.3100879E-02
3.9,.7131953E-02
3.91,.1548755E-01
3.92,.1437495E-01
3.93,.1661009E-02
3.94,-.1616384E-01
3.95,-.3172759E-01
3.96,-.3797701E-01
3.97,-.3034445E-01
3.98,-.1445805E-01
3.99,.7142857E-03
4,.9767365E-02
4.01,.9837082E-02
4.02,.3571922E-02
4.03,-.8776159E-03
4.04,.1845105E-02
4.05,.1014266E-01
4.06,.1876401E-01
4.07,.2176646E-01
4.08,.1804037E-01
4.09,.1136917E-01
4.1,.5845745E-02
4.11,.2966840E-02
4.12,.1886952E-02
4.13,.1812504E-02
4.14,.2054926E-02
4.15,.1269760E-02
4.16,-.1082647E-02
4.17,-.3793836E-02
4.18,-.5199528E-02
4.19,-.5655901E-02
4.2,-.6881470E-02
4.21,-.9466890E-02
4.22,-.1198664E-01
4.23,-.1138927E-01
4.24,-.7218175E-02
4.25,-.1629654E-02
4.26,.1890427E-02
4.27,-.2693438E-03
4.28,-.7165988E-02
4.29,-.1502839E-01
4.3,-.2106103E-01
4.31,-.2272213E-01
4.32,-.1713010E-01
4.33,-.6684682E-02
4.34,.3876384E-02
4.35,.1181748E-01
4.36,.1734283E-01
4.37,.1957094E-01
4.38,.1611725E-01
4.39,.8793522E-02
4.4,.1348484E-02
4.41,-.4076883E-02
4.42,-.7779820E-02
4.43,-.1018451E-01
4.44,-.8756018E-02
4.45,-.3032787E-02
4.46,.4319463E-02
4.47,.9401392E-02
4.48,.8011765E-02
4.49,.9113951E-03
4.5,-.7534629E-02
4.51,-.1379502E-01
4.52,-.1493033E-01
4.53,-.9002761E-02
4.54,.9531946E-03
4.55,.1037672E-01
4.56,.1523168E-01
4.57,.1217463E-01
4.58,.3526156E-02
4.59,-.5518882E-02
4.6,-.1125401E-01
4.61,-.1009685E-01
4.62,-.2506739E-02
4.63,.6567712E-02
4.64,.1252069E-01
4.65,.1205421E-01
4.66,.6167564E-02
4.67,-.8998579E-03
4.68,-.5341347E-02
4.69,-.4869119E-02
4.7,-.6629640E-03
4.71,.3962058E-02
4.72,.5707599E-02
4.73,.3573312E-02
4.74,-.5281032E-03
4.75,-.3996248E-02
4.76,-.4317964E-02
4.77,-.1042786E-02
4.78,.3387049E-02
4.79,.6104468E-02
4.8,.6960648E-02
4.81,.6566901E-02
4.82,.4434315E-02
4.83,.2064498E-02
4.84,.1166371E-02
4.85,.1300103E-02
4.86,.1112473E-02
4.87,.1723414E-02
4.88,.5912590E-02
4.89,.1331488E-01
4.9,.2130581E-01
4.91,.2572223E-01
4.92,.2526141E-01
4.93,.2337624E-01
4.94,.1899389E-01
4.95,.1118623E-01
4.96,.1678725E-02
4.97,-.7440928E-02
4.98,-.1507716E-01
4.99,-.1814866E-01
5,-.1456833E-01
5.01,-.7265400E-02
5.02,-.4800591E-03
5.03,.3081067E-02
5.04,.1530594E-02
5.05,-.3839634E-02
5.06,-.9638563E-02
5.07,-.1328615E-01
5.08,-.1242092E-01
5.09,-.7313798E-02
5.1,-.9778269E-03
5.11,.3907001E-02
5.12,.5207349E-02
5.13,.1702514E-02
5.14,-.4409551E-02
5.15,-.8802404E-02
5.16,-.8270378E-02
5.17,-.4737071E-02
5.18,-.3083452E-02
5.19,-.5128557E-02
5.2,-.7819829E-02
5.21,-.8061371E-02
5.22,-.6126941E-02
5.23,-.3694449E-02
5.24,-.1761513E-02
5.25,-.4840921E-03
5.26,.4920422E-03
5.27,.1574155E-02
5.28,.2724612E-02
5.29,.1922760E-02
5.3,-.2194557E-02
5.31,-.8295659E-02
5.32,-.1266943E-01
5.33,-.1067650E-01
5.34,-.2965100E-02
5.35,.6187274E-02
5.36,.1299540E-01
5.37,.1361632E-01
5.38,.8008325E-02
5.39,.3214002E-03
5.4,-.5615497E-02
5.41,-.8212731E-02
5.42,-.5761105E-02
5.43,.9076430E-03
5.44,.7472597E-02
5.45,.9212265E-02
5.46,.6082548E-02
5.47,.1327440E-02
5.48,-.2181565E-02
5.49,-.3443704E-02
5.5,-.3333031E-02
5.51,-.4156352E-02
5.52,-.7216934E-02
5.53,-.9305143E-02
5.54,-.7251677E-02
5.55,-.1901741E-02
5.56,.3840574E-02
5.57,.6132067E-02
5.58,.3242070E-02
5.59,-.1618676E-02
5.6,-.3168959E-02
5.61,-.8938421E-03
5.62,.2122337E-02
5.63,.4715861E-02
5.64,.5902641E-02
5.65,.6886899E-02
5.66,.6275676E-02
5.67,.2729394E-02
5.68,-.2446905E-02
5.69,-.7095340E-02
5.7,-.9693423E-02
5.71,-.9322539E-02
5.72,-.5949311E-02
5.73,-.1269636E-02
5.74,.2203106E-02
5.75,.3198559E-02
5.76,.3130596E-02
5.77,.2816568E-02
5.78,.2783038E-02
5.79,.3964053E-02
5.8,.5929822E-02
5.81,.7082151E-02
5.82,.6839281E-02
5.83,.5596617E-02
5.84,.4144618E-02
5.85,.3199574E-02
5.86,.2944907E-02
5.87,.2426422E-02
5.88,.6684419E-03
5.89,-.1942969E-02
5.9,-.3657751E-02
5.91,-.3676777E-02
5.92,-.3466334E-02
5.93,-.4625537E-02
5.94,-.7108481E-02
5.95,-.8492952E-02
5.96,-.5864919E-02
5.97,.1360588E-03
5.98,.6257295E-02
5.99,.7626489E-02
6,.3132890E-02
6.01,-.3915779E-02
6.02,-.9891267E-02
6.03,-.1233646E-01
6.04,-.9570206E-02
6.05,-.3422183E-02
6.06,.2094803E-02
6.07,.3645929E-02
6.08,.1463207E-02
6.09,-.2340864E-02
6.1,-.5617887E-02
6.11,-.7024110E-02
6.12,-.6082758E-02
6.13,-.2797422E-02
6.14,.2670835E-02
6.15,.7857699E-02
6.16,.8911117E-02
6.17,.5722978E-02
6.18,.1168166E-02
6.19,-.2172381E-02
6.2,-.3340667E-02
6.21,-.2505723E-02
6.22,-.1180921E-02
6.23,-.1330353E-02
6.24,-.3275529E-02
6.25,-.4814910E-02
6.26,-.3809080E-02
6.27,-.6043210E-03
6.28,.3132014E-02
6.29,.5871484E-02
6.3,.6093718E-02
6.31,.3916935E-02
6.32,.1014786E-02
6.33,-.1160209E-02
6.34,-.2258690E-02
6.35,-.2034309E-02
6.36,-.3649845E-04
6.37,.2985728E-02
6.38,.5874514E-02
6.39,.8072025E-02
6.4,.9749544E-02
6.41,.1100434E-01
6.42,.1139622E-01
6.43,.1038188E-01
6.44,.8060298E-02
6.45,.5142484E-02
6.46,.2375562E-02
6.47,.4449165E-03
6.48,-.5771539E-04
6.49,.3641136E-03
6.5,.7649049E-03
6.51,.6249370E-03
6.52,.2812091E-04
6.53,-.6100997E-03
6.54,-.9189652E-03
6.55,-.7021653E-03
6.56,.2837674E-03
6.57,.1726291E-02
6.58,.2497996E-02
6.59,.1585274E-02
6.6,-.7736643E-03
6.61,-.3417332E-02
6.62,-.4690478E-02
6.63,-.3606783E-02
6.64,-.1056595E-02
6.65,.1440414E-02
6.66,.2712944E-02
6.67,.1949694E-02
6.68,-.2827930E-03
6.69,-.2195578E-02
6.7,-.2065525E-02
6.71,-.1161609E-03
6.72,.1694912E-02
6.73,.1195282E-02
6.74,-.1527681E-02
6.75,-.5092991E-02
6.76,-.8783337E-02
6.77,-.1153127E-01
6.78,-.1091318E-01
6.79,-.6924905E-02
6.8,-.1830342E-02
6.81,.2544624E-02
6.82,.5284730E-02
6.83,.6166420E-02
6.84,.6013658E-02
6.85,.5092532E-02
6.86,.3623828E-02
6.87,.2114665E-02
6.88,.1162542E-02
6.89,.1751928E-02
6.9,.3833463E-02
6.91,.6317183E-02
6.92,.7591452E-02
6.93,.6252814E-02
6.94,.3038354E-02
6.95,.1405755E-03
6.96,-.1129015E-02
6.97,-.1115761E-02
6.98,-.1116200E-02
6.99,-.2136509E-02
7,-.4277170E-02
7.01,-.6870592E-02
7.02,-.8335998E-02
7.03,-.7423199E-02
7.04,-.4850504E-02
7.05,-.2285730E-02
7.06,-.7978586E-03
7.07,.1937428E-03
7.08,.1434343E-02
7.09,.2412862E-02
7.1,.2305509E-02
7.11,.9291123E-03
7.12,-.1260229E-02
7.13,-.3551360E-02
7.14,-.4472828E-02
7.15,-.3080222E-02
7.16,-.4112005E-03
7.17,.7704672E-03
7.18,-.1341241E-02
7.19,-.5688817E-02
7.2,-.9944393E-02
7.21,-.1216330E-01
7.22,-.1213207E-01
7.23,-.9752509E-02
7.24,-.5904790E-02
7.25,-.2480148E-02
7.26,-.3213258E-03
7.27,.9674984E-03
7.28,.1473250E-02
7.29,.8687628E-03
7.3,-.1102860E-03
7.31,.3321482E-04
7.32,.1668011E-02
7.33,.3819606E-02
7.34,.4391816E-02
7.35,.2590077E-02
7.36,.2778781E-03
7.37,-.4119284E-03
7.38,.7056555E-03
7.39,.2494639E-02
7.4,.3609908E-02
7.41,.3150583E-02
7.42,.1558853E-02
7.43,.4026873E-03
7.44,.6234396E-03
7.45,.1640116E-02
7.46,.2191401E-02
7.47,.1952657E-02
7.48,.1696790E-02
7.49,.2018234E-02
7.5,.2855616E-02
7.51,.3551559E-02
7.52,.3282772E-02
7.53,.2089635E-02
7.54,.6043056E-03
7.55,-.5379144E-03
7.56,-.2387063E-03
7.57,.2103879E-02
7.58,.5569701E-02
7.59,.8861108E-02
7.6,.1045990E-01
7.61,.8853917E-02
7.62,.4998013E-02
7.63,.8427653E-03
7.64,-.2612276E-02
7.65,-.5271315E-02
7.66,-.6811165E-02
7.67,-.7321671E-02
7.68,-.7110472E-02
7.69,-.5950141E-02
7.7,-.3976127E-02
7.71,-.1378731E-02
7.72,.1227521E-02
7.73,.2954123E-02
7.74,.3595382E-02
7.75,.3306184E-02
7.76,.2638083E-02
7.77,.2091416E-02
7.78,.1721725E-02
7.79,.1395910E-02
7.8,.1064799E-02
7.81,.7566976E-03
7.82,.6309178E-03
7.83,.1042413E-02
7.84,.1938988E-02
7.85,.2537866E-02
7.86,.1614905E-02
7.87,-.7673892E-03
7.88,-.3573930E-02
7.89,-.5506258E-02
7.9,-.5223282E-02
7.91,-.3070904E-02
7.92,-.9254882E-03
7.93,-.1709893E-03
7.94,-.6522272E-03
7.95,-.1150376E-02
7.96,-.5246814E-03
7.97,.1179088E-02
7.98,.2504984E-02
7.99,.1791271E-02
8,-.7266296E-03
8.01,-.3694627E-02
8.02,-.5900129E-02
8.03,-.5803672E-02
8.04,-.3235818E-02
8.05,.8521694E-04
8.06,.2397748E-02
8.07,.3354074E-02
8.08,.3206717E-02
8.09,.1472611E-02
8.1,-.1542033E-02
8.11,-.4781947E-02
8.12,-.7331559E-02
8.13,-.7796638E-02
8.14,-.5973581E-02
8.15,-.3295256E-02
8.16,-.1483384E-02
8.17,-.1989804E-02
8.18,-.4534759E-02
8.19,-.7426644E-02
8.2,-.8150366E-02
8.21,-.5724247E-02
8.22,-.1626444E-02
8.23,.2065054E-02
8.24,.3391134E-02
8.25,.1806273E-02
8.26,-.1155982E-02
8.27,-.3667095E-02
8.28,-.4735058E-02
8.29,-.3849562E-02
8.3,-.1634391E-02
8.31,.6405140E-03
8.32,.2184561E-02
8.33,.2714885E-02
8.34,.1848137E-02
8.35,-.7682658E-05
8.36,-.1929419E-02
8.37,-.3094873E-02
8.38,-.2697117E-02
8.39,-.9630769E-03
8.4,.1062407E-02
8.41,.2440060E-02
8.42,.2418701E-02
8.43,.1172566E-02
8.44,-.3683293E-03
8.45,-.1404565E-02
8.46,-.1063399E-02
8.47,.1142215E-02
8.48,.4351982E-02
8.49,.7248619E-02
8.5,.9127063E-02
8.51,.9245190E-02
8.52,.7368928E-02
8.53,.4599769E-02
8.54,.2191308E-02
8.55,.6326890E-03
8.56,-.3591890E-03
8.57,-.1327323E-02
8.58,-.1919772E-02
8.59,-.1120168E-02
8.6,.8915714E-03
8.61,.2989480E-02
8.62,.4058281E-02
8.63,.3942389E-02
8.64,.2864484E-02
8.65,.9659261E-03
8.66,-.1540837E-02
8.67,-.4178191E-02
8.68,-.6165677E-02
8.69,-.5967185E-02
8.7,-.3566794E-02
8.71,-.5365224E-03
8.72,.1784544E-02
8.73,.3152177E-02
8.74,.4010964E-02
8.75,.4083894E-02
8.76,.3069501E-02
8.77,.1509841E-02
8.78,.3936457E-03
8.79,.4114153E-03
8.8,.1233623E-02
8.81,.2076338E-02
8.82,.2449042E-02
8.83,.2260999E-02
8.84,.1569665E-02
8.85,.4469981E-03
8.86,-.8320815E-03
8.87,-.9474077E-03
8.88,.6989392E-03
8.89,.2881902E-02
8.9,.4095082E-02
8.91,.3613090E-02
8.92,.1451965E-02
8.93,-.1835831E-02
8.94,-.4923318E-02
8.95,-.5433693E-02
8.96,-.2830699E-02
8.97,.7887447E-03
8.98,.2435037E-02
8.99,.1346177E-02
9,-.8029698E-03
9.01,-.1931681E-02
9.02,-.1275047E-02
9.03,.6875358E-03
9.04,.3122730E-02
9.05,.4727208E-02
9.06,.3721174E-02
9.07,.2635704E-03
9.08,-.3899617E-02
9.09,-.6721156E-02
9.1,-.5882786E-02
9.11,-.2019789E-02
9.12,.1496319E-02
9.13,.2278061E-02
9.14,.2710268E-03
9.15,-.3026179E-02
9.16,-.5968583E-02
9.17,-.7215677E-02
9.18,-.6405504E-02
9.19,-.4472562E-02
9.2,-.2512842E-02
9.21,-.9358271E-03
9.22,.3202028E-03
9.23,.1014681E-02
9.24,.2541084E-03
9.25,-.1723362E-02
9.26,-.3072006E-02
9.27,-.2125213E-02
9.28,.2498600E-03
9.29,.1434429E-02
9.3,.3301071E-03
9.31,-.1940774E-02
9.32,-.3499741E-02
9.33,-.3439016E-02
9.34,-.1927644E-02
9.35,.2102636E-04
9.36,.1489671E-02
9.37,.2283790E-02
9.38,.2771224E-02
9.39,.3381906E-02
9.4,.4259920E-02
9.41,.5042714E-02
9.42,.5094461E-02
9.43,.3887416E-02
9.44,.2024111E-02
9.45,.1126112E-02
9.46,.2051538E-02
9.47,.3843682E-02
9.48,.5069554E-02
9.49,.4837666E-02
9.5,.3293039E-02
9.51,.1326773E-02
9.52,-.3567539E-03
9.53,-.1519152E-02
9.54,-.2071957E-02
9.55,-.1621815E-02
9.56,.2904594E-04
9.57,.2691854E-02
9.58,.5800432E-02
9.59,.7719083E-02
9.6,.7034089E-02
9.61,.4303601E-02
9.62,.1415183E-02
9.63,-.3011624E-03
9.64,-.1218731E-02
9.65,-.2112739E-02
9.66,-.1940682E-02
9.67,.3227169E-04
9.68,.2411431E-02
9.69,.3622779E-02
9.7,.3297321E-02
9.71,.1955849E-02
9.72,.2285275E-03
9.73,-.1423271E-02
9.74,-.2153771E-02
9.75,-.1702668E-02
9.76,-.8662840E-03
9.77,-.7746687E-03
9.78,-.1336941E-02
9.79,-.1176832E-02
9.8,.2559916E-03
9.81,.2413809E-02
9.82,.3960362E-02
9.83,.3012027E-02
9.84,-.3793583E-03
9.85,-.4538279E-02
9.86,-.7786940E-02
9.87,-.7786837E-02
9.88,-.4242799E-02
9.89,.9400869E-04
9.9,.2753260E-02
9.91,.2985028E-02
9.92,.2006249E-02
9.93,.1780718E-02
9.94,.2924705E-02
9.95,.4204883E-02
9.96,.3875697E-02
9.97,.1535544E-02
9.98,-.1609325E-02
9.99,-.3774561E-02
10,-.4194090E-02
10.01,-.3578759E-02
10.02,-.3037665E-02
10.03,-.2881475E-02
10.04,-.2402620E-02
10.05,-.1123011E-02
10.06,.5107341E-03
10.07,.2091042E-02
10.08,.3580827E-02
10.09,.4436726E-02
10.1,.3457249E-02
10.11,.5659484E-03
10.12,-.2295881E-02
10.13,-.3150061E-02
10.14,-.1828024E-02
10.15,.8084762E-03
10.16,.3171926E-02
10.17,.4257412E-02
10.18,.4092264E-02
10.19,.3218695E-02
10.2,.2145779E-02
10.21,.1258897E-02
10.22,.6557057E-03
10.23,.1889733E-03
10.24,-.3586460E-03
10.25,-.1093826E-02
10.26,-.1852550E-02
10.27,-.2419882E-02
10.28,-.2971752E-02
10.29,-.4103620E-02
10.3,-.5709239E-02
10.31,-.7004963E-02
10.32,-.7128208E-02
10.33,-.6080172E-02
10.34,-.4677219E-02
10.35,-.3677717E-02
10.36,-.3329050E-02
10.37,-.3434920E-02
10.38,-.3582048E-02
10.39,-.3477157E-02
10.4,-.2977049E-02
10.41,-.2098438E-02
10.42,-.4757332E-03
10.43,.2040641E-02
10.44,.4221266E-02
10.45,.5072197E-02
10.46,.4739821E-02
10.47,.3825239E-02
10.48,.2321824E-02
10.49,.5087493E-03
10.5,-.8691335E-03
10.51,-.1445412E-02
10.52,-.1177415E-02
10.53,-.4873678E-03
10.54,.8282185E-04
10.55,.2668231E-03
10.56,.1620053E-03
10.57,.3084924E-04
10.58,.3609272E-04
10.59,.1797938E-03
10.6,.2859439E-03
10.61,-.1847339E-03
10.62,-.1551749E-02
10.63,-.3745908E-02
10.64,-.5822571E-02
10.65,-.6065780E-02
10.66,-.4214523E-02
10.67,-.1192751E-02
10.68,.1701090E-02
10.69,.3214153E-02
10.7,.3216352E-02
10.71,.2529243E-02
10.72,.1937532E-02
10.73,.1652419E-02
10.74,.1435319E-02
10.75,.6452389E-03
10.76,-.9208111E-03
10.77,-.2883383E-02
10.78,-.4541866E-02
10.79,-.4850080E-02
10.8,-.3784466E-02
10.81,-.2376376E-02
10.82,-.1495953E-02
10.83,-.1364874E-02
10.84,-.1666478E-02
10.85,-.1951452E-02
10.86,-.2017814E-02
10.87,-.1896249E-02
10.88,-.1711826E-02
10.89,-.1458170E-02
10.9,-.1068054E-02
10.91,-.5923813E-03
10.92,-.1301190E-03
10.93,.2747812E-03
10.94,.6516676E-03
10.95,.1046503E-02
10.96,.1453297E-02
10.97,.1806133E-02
10.98,.1914445E-02
10.99,.1341743E-02
11,.1814845E-04
11.01,-.1764044E-02
11.02,-.3080048E-02
11.03,-.3240566E-02
11.04,-.2358703E-02
11.05,-.9544279E-03
11.06,.5414896E-03
11.07,.1816028E-02
11.08,.2448681E-02
11.09,.2373997E-02
11.1,.1944225E-02
11.11,.1580375E-02
11.12,.1488983E-02
11.13,.1594750E-02
11.14,.1699491E-02
11.15,.1618865E-02
11.16,.1081372E-02
11.17,.8764568E-04
