delta t (sec),Ground Acceleration (in G)
44.69,.3862354E-03
44.7,.3680325E-03
44.71,.3697212E-03
44.72,.3799417E-03
44.73,.3703710E-03
44.74,.3360876E-03
44.75,.2894316E-03
44.76,.2463000E-03
44.77,.2256338E-03
44.78,.2293899E-03
44.79,.2531890E-03
44.8,.3067517E-03
44.81,.3830539E-03
44.82,.4634358E-03
44.83,.5360345E-03
44.84,.5972438E-03
44.85,.6219805E-03
44.86,.6022253E-03
44.87,.5634533E-03
44.88,.5327983E-03
44.89,.5206620E-03
44.9,.5259942E-03
44.91,.5382341E-03
44.92,.5457428E-03
44.93,.5444609E-03
44.94,.5378837E-03
44.95,.5317307E-03
44.96,.5293051E-03
44.97,.5303199E-03
44.98,.5325667E-03
44.99,.5340715E-03
45,.5342091E-03
45.01,.5334709E-03
45.02,.5326953E-03
45.03,.5323538E-03
45.04,.5324500E-03
45.05,.5327063E-03
45.06,.5328683E-03
45.07,.5328768E-03
45.08,.5356861E-03
45.09,.5491229E-03
45.1,.5732916E-03
45.11,.6011018E-03
45.12,.6261631E-03
45.13,.6456522E-03
45.14,.6611877E-03
45.15,.6766048E-03
45.16,.6943540E-03
45.17,.7128552E-03
45.18,.7098673E-03
45.19,.6622945E-03
45.2,.5833162E-03
45.21,.5012349E-03
45.22,.4280313E-03
45.23,.3461990E-03
45.24,.2450837E-03
45.25,.1746445E-03
45.26,.2080104E-03
45.27,.3266557E-03
45.28,.4616349E-03
45.29,.5404691E-03
45.3,.4942897E-03
45.31,.3465852E-03
45.32,.1806424E-03
45.33,.5553085E-04
45.34,-.2174505E-04
45.35,-.3573836E-04
45.36,.3248960E-04
45.37,.1441704E-03
45.38,.2466799E-03
45.39,.3183851E-03
45.4,.3692568E-03
45.41,.3822973E-03
45.42,.3158925E-03
45.43,.1916565E-03
45.44,.6208572E-04
45.45,-.3872284E-04
45.46,-.1113542E-03
45.47,-.1760116E-03
45.48,-.2122396E-03
45.49,-.1694139E-03
45.5,-.6287740E-04
45.51,.5553126E-04
45.52,.1439666E-03
45.53,.1821163E-03
45.54,.1880285E-03
45.55,.1879944E-03
45.56,.1805864E-03
45.57,.1624741E-03
45.58,.1372291E-03
45.59,.9749141E-04
45.6,.3464596E-04
45.61,-.4375168E-04
45.62,-.1217622E-03
45.63,-.1653771E-03
45.64,-.1542190E-03
45.65,-.1113790E-03
45.66,-.7143833E-04
45.67,-.5290162E-04
45.68,-.5782858E-04
45.69,-.7361208E-04
45.7,-.8872717E-04
45.71,-.1319007E-03
45.72,-.2272983E-03
45.73,-.3550909E-03
45.74,-.4589781E-03
45.75,-.4734018E-03
45.76,-.4097410E-03
45.77,-.3284892E-03
45.78,-.2750141E-03
45.79,-.2570193E-03
45.8,-.2662352E-03
45.81,-.2989733E-03
45.82,-.3682873E-03
45.83,-.4647542E-03
45.84,-.5647733E-03
45.85,-.6443188E-03
45.86,-.6571346E-03
45.87,-.5986372E-03
45.88,-.5149227E-03
45.89,-.4525060E-03
45.9,-.4384926E-03
45.91,-.4624185E-03
45.92,-.4912907E-03
45.93,-.5018758E-03
45.94,-.4929429E-03
45.95,-.4770009E-03
45.96,-.4662736E-03
45.97,-.4446702E-03
45.98,-.4585676E-03
45.99,-.4806493E-03
46,-.5028560E-03
46.01,-.5205366E-03
46.02,-.5342181E-03
46.03,-.5454033E-03
46.04,-.5435959E-03
46.05,-.5237940E-03
46.06,-.4951185E-03
46.07,-.4685804E-03
46.08,-.4497932E-03
46.09,-.4383349E-03
46.1,-.4288631E-03
46.11,-.4165742E-03
46.12,-.4004007E-03
46.13,-.3822984E-03
46.14,-.3722056E-03
46.15,-.4073452E-03
46.16,-.4975690E-03
46.17,-.6120166E-03
46.18,-.7123919E-03
46.19,-.7316453E-03
46.2,-.6341647E-03
46.21,-.4733888E-03
46.22,-.3226575E-03
46.23,-.2219852E-03
46.24,-.1749130E-03
46.25,-.1495975E-03
46.26,-.1200911E-03
46.27,-.1047938E-03
46.28,-.1178832E-03
46.29,-.1478425E-03
46.3,-.1691272E-03
46.31,-.1678890E-03
46.32,-.1425594E-03
46.33,-.9725156E-04
46.34,-.4633438E-04
46.35,-.1736090E-05
46.36,.2699889E-04
46.37,.8053548E-05
46.38,-.6329290E-04
46.39,-.1542563E-03
46.4,-.2323721E-03
46.41,-.2791381E-03
46.42,-.2969761E-03
46.43,-.3057060E-03
46.44,-.2964922E-03
46.45,-.2356947E-03
46.46,-.1320626E-03
46.47,-.1935170E-04
46.48,.7360220E-04
46.49,.1375807E-03
46.5,.1873799E-03
46.51,.2420422E-03
46.52,.2784018E-03
46.53,.2249581E-03
46.54,.8268782E-04
46.55,-.8820232E-04
46.56,-.2178731E-03
46.57,-.2041003E-03
46.58,-.4001079E-04
46.59,.1740778E-03
46.6,.3211493E-03
46.61,.3517609E-03
46.62,.3143269E-03
46.63,.2708797E-03
46.64,.2449676E-03
46.65,.2362245E-03
46.66,.2317302E-03
46.67,.2109499E-03
46.68,.1657153E-03
46.69,.1058370E-03
46.7,.5182280E-04
46.71,.2809160E-04
46.72,.3384855E-04
46.73,.5557570E-04
46.74,.1087818E-03
46.75,.1989832E-03
46.76,.3052890E-03
46.77,.4058244E-03
46.78,.4652117E-03
46.79,.4133770E-03
46.8,.2721857E-03
46.81,.1606393E-03
46.82,.1441353E-03
46.83,.1924635E-03
46.84,.2635250E-03
46.85,.3580315E-03
46.86,.4675082E-03
46.87,.5652649E-03
46.88,.6150474E-03
46.89,.6206327E-03
46.9,.6131466E-03
46.91,.5880082E-03
46.92,.5239692E-03
46.93,.4331033E-03
46.94,.3663064E-03
46.95,.3656290E-03
46.96,.4121246E-03
46.97,.4592016E-03
46.98,.4493771E-03
46.99,.3526491E-03
47,.2065783E-03
47.01,.6682601E-04
47.02,-.3057589E-04
47.03,-.7342058E-04
47.04,-.6829370E-04
47.05,-.1214892E-05
47.06,.1111967E-03
47.07,.2290917E-03
47.08,.3179585E-03
47.09,.3319503E-03
47.1,.2733003E-03
47.11,.1938793E-03
47.12,.1376847E-03
47.13,.1125409E-03
47.14,.1003240E-03
47.15,.9475455E-04
47.16,.1364054E-03
47.17,.2364974E-03
47.18,.3612458E-03
47.19,.4691273E-03
47.2,.5275077E-03
47.21,.5304698E-03
47.22,.4491769E-03
47.23,.2920891E-03
47.24,.1326521E-03
47.25,.7657821E-04
47.26,.1377340E-03
47.27,.2417354E-03
47.28,.3146549E-03
47.29,.3230352E-03
47.3,.2845656E-03
47.31,.2418842E-03
47.32,.2232346E-03
47.33,.2202691E-03
47.34,.1977746E-03
47.35,.1436558E-03
47.36,.7212636E-04
47.37,.1000689E-04
47.38,-.6300853E-05
47.39,.2443513E-04
47.4,.6669184E-04
47.41,.5878010E-04
47.42,-.1946546E-04
47.43,-.1312122E-03
47.44,-.2315382E-03
47.45,-.2918128E-03
47.46,-.3097815E-03
47.47,-.3074475E-03
47.48,-.2714527E-03
47.49,-.1794297E-03
47.5,-.6482037E-04
47.51,-.2134382E-04
47.52,-.8194862E-04
47.53,-.1926020E-03
47.54,-.2814756E-03
47.55,-.2929965E-03
47.56,-.2341506E-03
47.57,-.1651766E-03
47.58,-.1370139E-03
47.59,-.1520541E-03
47.6,-.1821903E-03
47.61,-.2012345E-03
47.62,-.2014448E-03
47.63,-.1905422E-03
47.64,-.1800072E-03
47.65,-.1761444E-03
47.66,-.1783592E-03
47.67,-.1825482E-03
47.68,-.1852020E-03
47.69,-.1853246E-03
47.7,-.1872436E-03
47.71,-.2187638E-03
47.72,-.2912672E-03
47.73,-.3835324E-03
47.74,-.4701775E-03
47.75,-.5412992E-03
47.76,-.5845015E-03
47.77,-.5715714E-03
47.78,-.5143383E-03
47.79,-.4500225E-03
47.8,-.4035151E-03
47.81,-.3775927E-03
47.82,-.3785380E-03
47.83,-.4024314E-03
47.84,-.4307021E-03
47.85,-.4493068E-03
47.86,-.4573201E-03
47.87,-.4621061E-03
47.88,-.4698595E-03
47.89,-.4759936E-03
47.9,-.4754860E-03
47.91,-.4700782E-03
47.92,-.4639299E-03
47.93,-.4594000E-03
47.94,-.4562617E-03
47.95,-.4531319E-03
47.96,-.4489971E-03
47.97,-.4438182E-03
47.98,-.4381704E-03
47.99,-.4326435E-03
48,-.4274742E-03
48.01,-.4225548E-03
48.02,-.4176582E-03
48.03,-.4126281E-03
48.04,-.4074478E-03
48.05,-.4014318E-03
48.06,-.3879064E-03
48.07,-.3631171E-03
48.08,-.3323247E-03
48.09,-.3026436E-03
48.1,-.2771843E-03
48.11,-.2568317E-03
48.12,-.2459947E-03
48.13,-.2438219E-03
48.14,-.2428752E-03
48.15,-.2296839E-03
48.16,-.2007265E-03
48.17,-.1743667E-03
48.18,-.1733713E-03
48.19,-.1954072E-03
48.2,-.2176215E-03
48.21,-.2146385E-03
48.22,-.1863848E-03
48.23,-.1427085E-03
48.24,-.7275992E-04
48.25,.2299344E-04
48.26,.1253142E-03
48.27,.2151662E-03
48.28,.2890365E-03
48.29,.3240946E-03
48.3,.2725544E-03
48.31,.1556364E-03
48.32,.3072190E-04
48.33,-.6376995E-04
48.34,-.9901293E-04
48.35,-.6529655E-04
48.36,-.6846182E-06
48.37,.5365197E-04
48.38,.9131518E-04
48.39,.1250087E-03
48.4,.1653910E-03
48.41,.1928547E-03
48.42,.1639674E-03
48.43,.8617222E-04
48.44,-.2497224E-05
48.45,-.7563117E-04
48.46,-.1306317E-03
48.47,-.1585988E-03
48.48,-.1172635E-03
48.49,-.1172322E-04
48.5,.1101713E-03
48.51,.2074377E-03
48.52,.2669550E-03
48.53,.2601949E-03
48.54,.1617434E-03
48.55,.1365533E-04
48.56,-.1168219E-03
48.57,-.1305282E-03
48.58,.1891127E-05
48.59,.1982036E-03
48.6,.3367747E-03
48.61,.2859661E-03
48.62,.6552831E-04
48.63,-.1648925E-03
48.64,-.2919645E-03
48.65,-.2977645E-03
48.66,-.1984176E-03
48.67,-.6054387E-04
48.68,.4995829E-04
48.69,.1138070E-03
48.7,.1482847E-03
48.71,.1510368E-03
48.72,.1245659E-03
48.73,.9163934E-04
48.74,.7011790E-04
48.75,.4140199E-04
48.76,-.3707643E-04
48.77,-.1213157E-03
48.78,-.1221396E-03
48.79,-.3888938E-04
48.8,.6938830E-04
48.81,.1531902E-03
48.82,.2004944E-03
48.83,.2040067E-03
48.84,.1598390E-03
48.85,.9933179E-04
48.86,.8328215E-04
48.87,.1282351E-03
48.88,.1616171E-03
48.89,.1213369E-03
48.9,.2363839E-04
48.91,-.6077919E-04
48.92,-.7695096E-04
48.93,-.3155789E-04
48.94,.4158746E-04
48.95,.1035695E-03
48.96,.1339863E-03
48.97,.1313690E-03
48.98,.1053467E-03
48.99,.7573362E-04
49,.5247031E-04
49.01,.3448969E-04
49.02,.1760786E-04
49.03,.5436936E-05
49.04,.1486332E-04
49.05,.4589891E-04
49.06,.8287628E-04
49.07,.1102298E-03
49.08,.1062923E-03
49.09,.6946162E-04
49.1,.2485999E-04
49.11,.2577907E-06
49.12,-.1104027E-06
49.13,.9288028E-05
49.14,.1367864E-04
49.15,.8258719E-05
49.16,-.1937669E-05
49.17,-.7901653E-05
49.18,-.6416893E-05
49.19,-.5865723E-06
49.2,.4477583E-05
49.21,.1487619E-05
49.22,-.1090054E-04
49.23,-.2681391E-04
49.24,-.3939421E-04
49.25,-.4370508E-04
49.26,-.4124477E-04
49.27,-.3745416E-04
49.28,-.3622391E-04
49.29,-.3756112E-04
49.3,-.3807879E-04
49.31,-.3567225E-04
49.32,-.3125937E-04
49.33,-.2863489E-04
49.34,-.3141269E-04
49.35,-.3818764E-04
49.36,-.4657192E-04
49.37,-.5687138E-04
49.38,-.6837949E-04
49.39,-.7794048E-04
49.4,-.7750844E-04
49.41,-.6596106E-04
49.42,-.5056461E-04
49.43,-.3819017E-04
49.44,-.3101000E-04
49.45,-.2977483E-04
49.46,-.3257755E-04
49.47,-.3555107E-04
49.48,-.3638376E-04
49.49,-.3532452E-04
49.5,-.3422658E-04
49.51,-.3579711E-04
49.52,-.4047723E-04
49.53,-.4630922E-04
49.54,-.5103750E-04
49.55,-.5189861E-04
49.56,-.4874320E-04
49.57,-.4425576E-04
49.58,-.4111871E-04
49.59,-.4055920E-04
49.6,-.4168235E-04
49.61,-.4280389E-04
49.62,-.4296434E-04
49.63,-.4226224E-04
49.64,-.4131756E-04
49.65,-.4063334E-04
49.66,-.4028347E-04
49.67,-.3974656E-04
49.68,-.3864358E-04
49.69,-.3717952E-04
49.7,-.3574633E-04
49.71,-.3453692E-04
49.72,-.3336080E-04
49.73,-.3204339E-04
49.74,-.3076657E-04
49.75,-.3088216E-04
49.76,-.3324276E-04
49.77,-.3674224E-04
49.78,-.3984388E-04
49.79,-.4186624E-04
49.8,-.4226614E-04
49.81,-.4006232E-04
49.82,-.3614985E-04
49.83,-.3231433E-04
49.84,-.2955251E-04
49.85,-.2784618E-04
49.86,-.2742920E-04
49.87,-.2804792E-04
49.88,-.2880328E-04
49.89,-.2908429E-04
49.9,-.2909969E-04
49.91,-.2937125E-04
49.92,-.2997449E-04
49.93,-.3065172E-04
49.94,-.3114479E-04
49.95,-.3135889E-04
49.96,-.3085519E-04
49.97,-.2894162E-04
49.98,-.2611633E-04
49.99,-.2336043E-04
50,-.2121324E-04
50.01,-.1978052E-04
50.02,-.1949766E-04
50.03,-.2016809E-04
50.04,-.2095059E-04
50.05,-.2123313E-04
50.06,-.2088926E-04
50.07,-.2015481E-04
50.08,-.1936231E-04
50.09,-.1837969E-04
50.1,-.1681708E-04
50.11,-.1484939E-04
50.12,-.1294194E-04
50.13,-.1171780E-04
50.14,-.1136787E-04
50.15,-.1137481E-04
50.16,-.1116873E-04
50.17,-.1055551E-04
50.18,-.9533872E-05
50.19,-.8064089E-05
50.2,-.6387091E-05
50.21,-.4814933E-05
50.22,-.3471464E-05
50.23,-.2290897E-05
50.24,-.1250902E-05
50.25,-.4331737E-06
50.26,.2634354E-06
50.27,.1001212E-05
50.28,.1853127E-05
50.29,.2792531E-05
50.3,.3768534E-05
50.31,.4826001E-05
50.32,.6004983E-05
50.33,.7234551E-05
50.34,.8407139E-05
50.35,.9480904E-05
50.36,.1049995E-04
50.37,.1152386E-04
50.38,.1257797E-04
50.39,.1365306E-04
50.4,.1472843E-04
50.41,.1579497E-04
50.42,.1685381E-04
50.43,.1790786E-04
50.44,.1896654E-04
50.45,.2004680E-04
50.46,.2114060E-04
50.47,.2220372E-04
50.48,.2320172E-04
50.49,.2416424E-04
50.5,.2513803E-04
50.51,.2614507E-04
50.52,.2718640E-04
50.53,.2826491E-04
50.54,.2936209E-04
50.55,.3044073E-04
50.56,.3148548E-04
50.57,.3251403E-04
50.58,.3354928E-04
50.59,.3460117E-04
50.6,.3566617E-04
50.61,.3673524E-04
50.62,.3780241E-04
50.63,.3886721E-04
50.64,.3993207E-04
50.65,.4099879E-04
50.66,.4206777E-04
50.67,.4313830E-04
50.68,.4420960E-04
50.69,.4528214E-04
50.7,.4635691E-04
50.71,.4743249E-04
50.72,.4850670E-04
50.73,.4957824E-04
50.74,.5064828E-04
50.75,.5171883E-04
50.76,.5279077E-04
50.77,.5386386E-04
50.78,.5493771E-04
50.79,.5601150E-04
50.8,.5708469E-04
50.81,.5815712E-04
50.82,.5922911E-04
50.83,.6030107E-04
50.84,.6137304E-04
50.85,.6244485E-04
50.86,.6351626E-04
50.87,.6458708E-04
50.88,.6565721E-04
50.89,.6672654E-04
50.9,.6779504E-04
50.91,.6886273E-04
50.92,.6992956E-04
50.93,.7099542E-04
50.94,.7206022E-04
50.95,.7312385E-04
50.96,.7418623E-04
50.97,.7524727E-04
50.98,.7630692E-04
50.99,.7736507E-04
51,.7842166E-04
51.01,.7947660E-04
51.02,.8052980E-04
51.03,.8158120E-04
51.04,.8263070E-04
51.05,.8367824E-04
51.06,.8472371E-04
